Student ID,Signup Date,Year,Month,City,City Tier,Age Group,Gender,Course Name,Subject Category,Grade Level,Plan Type,Mode of Learning,Enrollment Status,Completion %,Revenue (INR),Course Rating
STU12012,2021-06-04,2021,Jun,Nagpur,Tier 2,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Monthly,Offline,Active,72.8,3665.26,3.9
STU13085,2021-06-04,2021,Jun,Chennai,Tier 1,18+,Male,Python for Beginners,Coding,6-8,Monthly,Online,Active,22.0,718.34,3.2
STU11220,2021-06-05,2021,Jun,Hyderabad,Tier 1,18+,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Offline,Active,58.1,2548.59,3.8
STU11741,2021-06-05,2021,Jun,Bengaluru,Tier 1,18+,Female,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Completed,100.0,1027.52,4.9
STU10537,2021-06-05,2021,Jun,Chennai,Tier 1,11-14,Male,Python for Beginners,Coding,6-8,Annual,Online,Completed,100.0,7982.35,4.4
STU14962,2021-06-06,2021,Jun,Ahmedabad,Tier 1,6-10,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Active,51.5,7985.43,5.0
STU10196,2021-06-06,2021,Jun,Delhi,Tier 1,15-17,Female,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Trial - Not Converted,18.9,0.0,
STU10429,2021-06-06,2021,Jun,Ahmedabad,Tier 1,18+,Female,Class 8 Maths & Science,School Curriculum,8,Quarterly,Online,Trial - Not Converted,14.1,0.0,
STU15129,2021-06-06,2021,Jun,Indore,Tier 2,6-10,Female,Python for Beginners,Coding,6-8,Annual,Online,Completed,100.0,8202.69,4.1
STU14437,2021-06-06,2021,Jun,Hyderabad,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Completed,100.0,2445.42,4.5
STU11215,2021-06-07,2021,Jun,Jodhpur,Tier 3,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Completed,100.0,15379.69,4.2
STU12162,2021-06-07,2021,Jun,Kota,Tier 3,6-10,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Active,57.5,4998.82,3.7
STU13885,2021-06-07,2021,Jun,Kota,Tier 3,11-14,Female,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,93.7,4186.51,3.7
STU14616,2021-06-07,2021,Jun,Nagpur,Tier 2,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Online,Trial - Not Converted,5.4,0.0,
STU11080,2021-06-07,2021,Jun,Kolkata,Tier 1,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,58.6,4344.89,3.8
STU12082,2021-06-08,2021,Jun,Pune,Tier 1,18+,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Completed,100.0,8043.49,3.7
STU14049,2021-06-08,2021,Jun,Kolkata,Tier 1,6-10,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Active,54.0,49943.53,4.7
STU13082,2021-06-08,2021,Jun,Hyderabad,Tier 1,6-10,Male,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Active,40.3,4459.06,3.6
STU11446,2021-06-09,2021,Jun,Ahmedabad,Tier 1,15-17,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Trial - Not Converted,6.5,0.0,
STU11299,2021-06-09,2021,Jun,Indore,Tier 2,6-10,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Trial - Not Converted,5.1,0.0,
STU13208,2021-06-09,2021,Jun,Jaipur,Tier 2,18+,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Trial - Not Converted,3.3,0.0,
STU12294,2021-06-09,2021,Jun,Bengaluru,Tier 1,6-10,Female,Robotics & AI Basics,Coding,6-8,Monthly,Online,Active,83.8,1140.22,4.4
STU10807,2021-06-09,2021,Jun,Ahmedabad,Tier 1,18+,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Trial - Not Converted,17.5,0.0,
STU14217,2021-06-09,2021,Jun,Pune,Tier 1,11-14,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,66.9,38690.87,5.0
STU14391,2021-06-09,2021,Jun,Jaipur,Tier 2,15-17,Female,JEE Main Foundation,Competitive Exam,11-12,Quarterly,Online,Completed,100.0,10507.88,3.9
STU12922,2021-06-10,2021,Jun,Indore,Tier 2,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Offline,Active,53.0,6673.5,4.1
STU11866,2021-06-10,2021,Jun,Lucknow,Tier 2,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Trial - Not Converted,5.8,0.0,
STU15297,2021-06-10,2021,Jun,Mumbai,Tier 1,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Active,58.9,46184.15,4.8
STU12437,2021-06-10,2021,Jun,Pune,Tier 1,15-17,Male,Class 10 CBSE Complete,School Curriculum,10,Monthly,Offline,Trial - Not Converted,16.6,0.0,
STU15925,2021-06-11,2021,Jun,Indore,Tier 2,18+,Male,Class 8 Maths & Science,School Curriculum,8,Monthly,Offline,Completed,100.0,928.25,3.5
STU10165,2021-06-11,2021,Jun,Kolkata,Tier 1,18+,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Offline,Active,69.2,42377.23,3.9
STU11856,2021-06-12,2021,Jun,Hyderabad,Tier 1,6-10,Female,Spoken English Mastery,Skill Development,All,Annual,Offline,Active,41.2,4892.5,4.1
STU10418,2021-06-12,2021,Jun,Indore,Tier 2,15-17,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Churned,36.6,45219.22,4.9
STU10836,2021-06-12,2021,Jun,Kanpur,Tier 2,15-17,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Offline,Trial - Not Converted,12.6,0.0,
STU15647,2021-06-13,2021,Jun,Delhi,Tier 1,18+,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Trial - Not Converted,14.0,0.0,
STU13478,2021-06-13,2021,Jun,Kota,Tier 3,18+,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Active,24.1,9798.38,3.8
STU15278,2021-06-13,2021,Jun,Bhopal,Tier 2,11-14,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,53.2,6147.58,3.7
STU14963,2021-06-13,2021,Jun,Patna,Tier 2,11-14,Female,Python for Beginners,Coding,6-8,Monthly,Online,Completed,100.0,794.19,3.7
STU10880,2021-06-13,2021,Jun,Kanpur,Tier 2,18+,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Trial - Not Converted,23.8,0.0,
STU12127,2021-06-14,2021,Jun,Jodhpur,Tier 3,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,34.3,6545.39,3.9
STU11506,2021-06-14,2021,Jun,Kanpur,Tier 2,6-10,Male,Spoken English Mastery,Skill Development,All,Monthly,Online,Trial - Not Converted,16.9,0.0,
STU15792,2021-06-14,2021,Jun,Meerut,Tier 3,11-14,Female,Spoken English Mastery,Skill Development,All,Monthly,Online,Trial - Not Converted,5.6,0.0,
STU12760,2021-06-14,2021,Jun,Mumbai,Tier 1,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Monthly,Offline,Trial - Not Converted,2.3,0.0,
STU11686,2021-06-14,2021,Jun,Nagpur,Tier 2,18+,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Completed,100.0,14053.36,4.7
STU12366,2021-06-14,2021,Jun,Meerut,Tier 3,6-10,Female,Class 8 Maths & Science,School Curriculum,8,Monthly,Offline,Active,85.2,930.55,4.6
STU12091,2021-06-15,2021,Jun,Kota,Tier 3,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,50.5,6124.83,4.4
STU10382,2021-06-15,2021,Jun,Chennai,Tier 1,18+,Female,Python for Beginners,Coding,6-8,Annual,Offline,Active,35.6,7770.88,4.9
STU10483,2021-06-15,2021,Jun,Mumbai,Tier 1,11-14,Female,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Active,70.1,983.65,4.3
STU15505,2021-06-15,2021,Jun,Ahmedabad,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Monthly,Online,Active,79.6,794.12,3.5
STU11986,2021-06-16,2021,Jun,Hyderabad,Tier 1,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Active,66.9,14656.44,4.6
STU11313,2021-06-16,2021,Jun,Ahmedabad,Tier 1,18+,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Offline,Active,78.9,6514.37,4.4
STU12847,2021-06-16,2021,Jun,Mumbai,Tier 1,6-10,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,47.4,34768.27,3.7
STU14650,2021-06-16,2021,Jun,Jaipur,Tier 2,11-14,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Churned,52.1,6429.15,3.9
STU15810,2021-06-17,2021,Jun,Nagpur,Tier 2,15-17,Male,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Trial - Not Converted,9.1,0.0,
STU13519,2021-06-17,2021,Jun,Nagpur,Tier 2,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Trial - Not Converted,23.8,0.0,
STU11730,2021-06-17,2021,Jun,Kolkata,Tier 1,15-17,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Offline,Completed,100.0,4969.9,4.4
STU14799,2021-06-17,2021,Jun,Kanpur,Tier 2,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Offline,Active,90.1,4077.77,4.0
STU13127,2021-06-18,2021,Jun,Hyderabad,Tier 1,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,57.7,6765.02,5.0
STU13283,2021-06-18,2021,Jun,Surat,Tier 2,15-17,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Online,Active,70.7,14726.79,3.9
STU12079,2021-06-18,2021,Jun,Jaipur,Tier 2,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Online,Trial - Not Converted,18.0,0.0,
STU15363,2021-06-18,2021,Jun,Bhopal,Tier 2,11-14,Male,Robotics & AI Basics,Coding,6-8,Annual,Online,Active,85.8,12663.84,5.0
STU11025,2021-06-18,2021,Jun,Hyderabad,Tier 1,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Active,64.8,15203.52,3.8
STU10116,2021-06-19,2021,Jun,Nagpur,Tier 2,18+,Female,Python for Beginners,Coding,6-8,Quarterly,Online,Trial - Not Converted,13.8,0.0,
STU12817,2021-06-19,2021,Jun,Ahmedabad,Tier 1,15-17,Male,Robotics & AI Basics,Coding,6-8,Annual,Online,Completed,100.0,12501.95,4.5
STU12853,2021-06-19,2021,Jun,Chennai,Tier 1,15-17,Female,Python for Beginners,Coding,6-8,Monthly,Online,Active,54.9,807.6,4.0
STU12490,2021-06-19,2021,Jun,Nagpur,Tier 2,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Monthly,Offline,Active,94.9,1411.21,3.4
STU14749,2021-06-19,2021,Jun,Hyderabad,Tier 1,15-17,Female,Class 8 Maths & Science,School Curriculum,8,Quarterly,Offline,Active,55.9,2959.04,4.2
STU13857,2021-06-20,2021,Jun,Pune,Tier 1,18+,Male,Robotics & AI Basics,Coding,6-8,Monthly,Online,Active,99.9,1172.5,3.3
STU15704,2021-06-20,2021,Jun,Patna,Tier 2,18+,Female,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Active,72.9,633.68,3.4
STU12702,2021-06-20,2021,Jun,Varanasi,Tier 3,15-17,Male,JEE Main Foundation,Competitive Exam,11-12,Monthly,Online,Active,69.8,3925.89,3.4
STU13714,2021-06-20,2021,Jun,Indore,Tier 2,6-10,Male,Robotics & AI Basics,Coding,6-8,Monthly,Offline,Completed,100.0,1197.9,4.8
STU14896,2021-06-21,2021,Jun,Bengaluru,Tier 1,6-10,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Churned,22.2,8254.13,3.8
STU11027,2021-06-21,2021,Jun,Patna,Tier 2,6-10,Male,Spoken English Mastery,Skill Development,All,Monthly,Online,Active,29.2,478.82,4.6
STU11036,2021-06-21,2021,Jun,Jodhpur,Tier 3,6-10,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Online,Active,25.3,15235.37,4.1
STU12982,2021-06-22,2021,Jun,Kanpur,Tier 2,6-10,Male,Class 6 Foundation,School Curriculum,6,Monthly,Online,Active,52.5,853.67,3.4
STU15531,2021-06-22,2021,Jun,Ahmedabad,Tier 1,18+,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Active,90.4,8735.89,3.9
STU15319,2021-06-22,2021,Jun,Hyderabad,Tier 1,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Active,73.1,43218.06,3.8
STU15616,2021-06-23,2021,Jun,Bengaluru,Tier 1,6-10,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Active,22.3,13700.28,4.3
STU12458,2021-06-23,2021,Jun,Hyderabad,Tier 1,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Churned,36.3,49994.61,4.6
STU14461,2021-06-23,2021,Jun,Ahmedabad,Tier 1,6-10,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Active,29.1,51746.95,4.8
STU12306,2021-06-23,2021,Jun,Kolkata,Tier 1,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Active,36.1,10099.24,4.3
STU15132,2021-06-23,2021,Jun,Mumbai,Tier 1,18+,Male,NEET Crash Course,Competitive Exam,11-12,Quarterly,Online,Churned,18.3,12010.25,4.4
STU14284,2021-06-23,2021,Jun,Surat,Tier 2,18+,Female,Spoken English Mastery,Skill Development,All,Quarterly,Offline,Active,77.4,1365.28,4.3
STU10750,2021-06-24,2021,Jun,Bhopal,Tier 2,11-14,Female,Class 8 Maths & Science,School Curriculum,8,Quarterly,Online,Active,50.7,2985.38,4.2
STU15853,2021-06-24,2021,Jun,Meerut,Tier 3,18+,Male,Python for Beginners,Coding,6-8,Quarterly,Offline,Churned,27.6,2432.77,5.0
STU12473,2021-06-24,2021,Jun,Mumbai,Tier 1,11-14,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Completed,100.0,8649.4,5.0
STU12163,2021-06-24,2021,Jun,Ahmedabad,Tier 1,6-10,Female,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Completed,100.0,642.61,4.7
STU14912,2021-06-24,2021,Jun,Bhopal,Tier 2,6-10,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Churned,43.5,6674.6,4.9
STU10453,2021-06-24,2021,Jun,Hyderabad,Tier 1,11-14,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Completed,100.0,1524.59,3.8
STU15722,2021-06-24,2021,Jun,Guwahati,Tier 3,18+,Male,Spoken English Mastery,Skill Development,All,Monthly,Online,Completed,100.0,480.61,4.2
STU12907,2021-06-25,2021,Jun,Nagpur,Tier 2,18+,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Trial - Not Converted,4.9,0.0,
STU12832,2021-06-25,2021,Jun,Patna,Tier 2,15-17,Female,Robotics & AI Basics,Coding,6-8,Annual,Online,Churned,15.7,13052.33,3.8
STU14200,2021-06-25,2021,Jun,Hyderabad,Tier 1,18+,Female,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Completed,100.0,2499.07,5.0
STU13620,2021-06-25,2021,Jun,Ahmedabad,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Monthly,Online,Churned,44.2,1482.3,4.5
STU11283,2021-06-25,2021,Jun,Patna,Tier 2,15-17,Male,Class 6 Foundation,School Curriculum,6,Annual,Online,Churned,24.4,8513.19,3.9
STU10001,2021-06-25,2021,Jun,Mumbai,Tier 1,11-14,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Trial - Not Converted,14.7,0.0,
STU13430,2021-06-26,2021,Jun,Guwahati,Tier 3,15-17,Male,Spoken English Mastery,Skill Development,All,Quarterly,Offline,Active,58.0,1419.93,3.4
STU14675,2021-06-26,2021,Jun,Ahmedabad,Tier 1,11-14,Female,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Active,26.1,10310.0,4.3
STU10213,2021-06-26,2021,Jun,Lucknow,Tier 2,6-10,Male,Python for Beginners,Coding,6-8,Monthly,Online,Active,97.3,813.72,4.7
STU12161,2021-06-26,2021,Jun,Delhi,Tier 1,15-17,Female,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Active,68.2,14685.5,2.6
STU12253,2021-06-27,2021,Jun,Mumbai,Tier 1,11-14,Male,Robotics & AI Basics,Coding,6-8,Annual,Online,Active,80.3,11752.72,4.6
STU13852,2021-06-27,2021,Jun,Bhopal,Tier 2,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Trial - Not Converted,1.6,0.0,
STU12223,2021-06-27,2021,Jun,Jodhpur,Tier 3,6-10,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,98.8,6968.48,5.0
STU12609,2021-06-27,2021,Jun,Patna,Tier 2,18+,Male,Class 6 Foundation,School Curriculum,6,Annual,Offline,Trial - Not Converted,17.4,0.0,
STU13785,2021-06-27,2021,Jun,Varanasi,Tier 3,11-14,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Online,Trial - Not Converted,13.1,0.0,
STU15281,2021-06-27,2021,Jun,Ahmedabad,Tier 1,11-14,Male,Class 6 Foundation,School Curriculum,6,Quarterly,Online,Completed,100.0,2614.01,3.8
STU11383,2021-06-27,2021,Jun,Ahmedabad,Tier 1,18+,Male,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Active,93.5,666.88,3.9
STU13610,2021-06-28,2021,Jun,Kanpur,Tier 2,15-17,Male,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Active,39.3,3547.45,4.2
STU15576,2021-06-28,2021,Jun,Ahmedabad,Tier 1,18+,Male,Class 8 Maths & Science,School Curriculum,8,Annual,Online,Active,29.1,9047.66,5.0
STU10388,2021-06-28,2021,Jun,Indore,Tier 2,6-10,Male,Class 6 Foundation,School Curriculum,6,Annual,Offline,Active,43.3,7812.17,4.3
STU14542,2021-06-28,2021,Jun,Kolkata,Tier 1,18+,Male,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Active,61.4,1035.71,3.3
STU13368,2021-06-28,2021,Jun,Jaipur,Tier 2,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Completed,100.0,969.69,3.6
STU12937,2021-06-29,2021,Jun,Ranchi,Tier 3,11-14,Female,Class 8 Maths & Science,School Curriculum,8,Annual,Offline,Trial - Not Converted,24.1,0.0,
STU12626,2021-06-29,2021,Jun,Chennai,Tier 1,15-17,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Offline,Trial - Not Converted,13.0,0.0,
STU14746,2021-06-30,2021,Jun,Patna,Tier 2,6-10,Female,JEE Main Foundation,Competitive Exam,11-12,Quarterly,Offline,Completed,100.0,11393.67,4.7
STU13227,2021-06-30,2021,Jun,Patna,Tier 2,15-17,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Offline,Completed,100.0,4849.8,3.4
STU13999,2021-07-01,2021,Jul,Ahmedabad,Tier 1,11-14,Male,Class 8 Maths & Science,School Curriculum,8,Monthly,Online,Trial - Not Converted,16.1,0.0,
STU14530,2021-07-01,2021,Jul,Bhopal,Tier 2,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Completed,100.0,50562.05,4.9
STU13719,2021-07-01,2021,Jul,Jodhpur,Tier 3,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Monthly,Online,Completed,100.0,4947.32,5.0
STU11258,2021-07-01,2021,Jul,Lucknow,Tier 2,15-17,Female,Spoken English Mastery,Skill Development,All,Quarterly,Online,Active,47.1,1445.9,3.8
STU10257,2021-07-01,2021,Jul,Guwahati,Tier 3,11-14,Female,Python for Beginners,Coding,6-8,Annual,Online,Active,29.5,7995.61,4.1
STU15030,2021-07-01,2021,Jul,Surat,Tier 2,6-10,Female,Class 8 Maths & Science,School Curriculum,8,Quarterly,Offline,Active,72.1,3067.97,4.4
STU15044,2021-07-01,2021,Jul,Ahmedabad,Tier 1,15-17,Male,Python for Beginners,Coding,6-8,Annual,Online,Active,80.7,7330.51,3.7
STU12210,2021-07-02,2021,Jul,Surat,Tier 2,18+,Male,Coding for Kids - Scratch,Coding,3-5,Monthly,Online,Completed,100.0,639.98,3.5
STU10136,2021-07-02,2021,Jul,Nagpur,Tier 2,6-10,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Trial - Not Converted,9.1,0.0,
STU15844,2021-07-02,2021,Jul,Patna,Tier 2,6-10,Male,JEE Main Foundation,Competitive Exam,11-12,Annual,Online,Active,90.1,33915.9,4.3
STU11359,2021-07-02,2021,Jul,Ahmedabad,Tier 1,18+,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Offline,Churned,44.4,39984.92,4.2
STU15955,2021-07-02,2021,Jul,Pune,Tier 1,15-17,Male,JEE Main Foundation,Competitive Exam,11-12,Monthly,Offline,Active,81.9,3772.21,4.6
STU10028,2021-07-03,2021,Jul,Bengaluru,Tier 1,15-17,Female,Spoken English Mastery,Skill Development,All,Monthly,Online,Trial - Not Converted,7.7,0.0,
STU10175,2021-07-03,2021,Jul,Delhi,Tier 1,18+,Female,Spoken English Mastery,Skill Development,All,Annual,Online,Completed,100.0,4666.36,4.2
STU10265,2021-07-04,2021,Jul,Mumbai,Tier 1,11-14,Female,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Active,78.0,3847.08,3.4
STU15598,2021-07-04,2021,Jul,Mumbai,Tier 1,18+,Male,Robotics & AI Basics,Coding,6-8,Annual,Online,Churned,53.1,13043.71,4.2
STU11145,2021-07-04,2021,Jul,Delhi,Tier 1,15-17,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Churned,16.4,6519.11,4.2
STU10256,2021-07-04,2021,Jul,Bengaluru,Tier 1,15-17,Male,Coding for Kids - Scratch,Coding,3-5,Quarterly,Offline,Churned,26.9,2018.7,4.0
STU12957,2021-07-04,2021,Jul,Patna,Tier 2,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Completed,100.0,50502.42,4.1
STU12167,2021-07-04,2021,Jul,Bengaluru,Tier 1,15-17,Male,Class 6 Foundation,School Curriculum,6,Annual,Offline,Trial - Not Converted,19.0,0.0,
STU13002,2021-07-05,2021,Jul,Chennai,Tier 1,18+,Male,JEE Main Foundation,Competitive Exam,11-12,Monthly,Online,Active,66.6,3806.24,4.9
STU11852,2021-07-05,2021,Jul,Indore,Tier 2,11-14,Female,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,25.1,4090.42,4.3
STU15705,2021-07-05,2021,Jul,Bengaluru,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,70.0,4713.28,4.1
STU12790,2021-07-05,2021,Jul,Surat,Tier 2,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Completed,100.0,49009.61,4.2
STU14811,2021-07-05,2021,Jul,Kanpur,Tier 2,15-17,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Online,Churned,40.3,4263.02,4.8
STU15908,2021-07-06,2021,Jul,Mumbai,Tier 1,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Online,Trial - Not Converted,10.6,0.0,
STU14507,2021-07-06,2021,Jul,Bhopal,Tier 2,18+,Female,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Churned,21.1,6838.08,3.4
STU11223,2021-07-07,2021,Jul,Jaipur,Tier 2,6-10,Male,Spoken English Mastery,Skill Development,All,Annual,Online,Active,96.0,4916.04,4.5
STU11895,2021-07-08,2021,Jul,Delhi,Tier 1,6-10,Female,Python for Beginners,Coding,6-8,Annual,Online,Trial - Not Converted,16.5,0.0,
STU15436,2021-07-08,2021,Jul,Kolkata,Tier 1,6-10,Female,Robotics & AI Basics,Coding,6-8,Annual,Online,Active,82.1,11510.62,3.7
STU15333,2021-07-08,2021,Jul,Kanpur,Tier 2,15-17,Female,Class 6 Foundation,School Curriculum,6,Annual,Online,Churned,31.5,7558.24,5.0
STU14322,2021-07-09,2021,Jul,Bhopal,Tier 2,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Offline,Churned,45.9,43740.08,5.0
STU14198,2021-07-09,2021,Jul,Jodhpur,Tier 3,6-10,Female,Spoken English Mastery,Skill Development,All,Monthly,Online,Completed,100.0,493.35,4.7
STU11487,2021-07-09,2021,Jul,Kanpur,Tier 2,18+,Female,Class 10 CBSE Complete,School Curriculum,10,Monthly,Offline,Churned,20.4,1479.21,3.7
STU13128,2021-07-09,2021,Jul,Guwahati,Tier 3,6-10,Male,Coding for Kids - Scratch,Coding,3-5,Annual,Online,Active,87.6,6364.3,2.9
STU12222,2021-07-09,2021,Jul,Mumbai,Tier 1,6-10,Male,Robotics & AI Basics,Coding,6-8,Quarterly,Online,Active,57.0,3735.76,4.3
STU14273,2021-07-10,2021,Jul,Ahmedabad,Tier 1,6-10,Male,Python for Beginners,Coding,6-8,Quarterly,Online,Active,65.9,2451.85,3.8
STU15610,2021-07-10,2021,Jul,Pune,Tier 1,15-17,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Online,Churned,11.8,14002.41,4.5
STU10119,2021-07-10,2021,Jul,Bengaluru,Tier 1,11-14,Male,Class 10 CBSE Complete,School Curriculum,10,Annual,Offline,Completed,100.0,13833.08,3.8
STU14215,2021-07-10,2021,Jul,Delhi,Tier 1,18+,Male,Robotics & AI Basics,Coding,6-8,Monthly,Online,Active,60.2,1147.15,4.2
STU10641,2021-07-11,2021,Jul,Bhopal,Tier 2,18+,Male,Class 8 Maths & Science,School Curriculum,8,Quarterly,Offline,Trial - Not Converted,17.9,0.0,
STU13758,2021-07-11,2021,Jul,Ranchi,Tier 3,18+,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Offline,Trial - Not Converted,16.0,0.0,
STU13842,2021-07-11,2021,Jul,Ranchi,Tier 3,11-14,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Quarterly,Offline,Active,81.2,15541.45,4.5
STU14825,2021-07-11,2021,Jul,Guwahati,Tier 3,11-14,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Active,93.2,47301.37,5.0
STU15892,2021-07-11,2021,Jul,Kolkata,Tier 1,18+,Male,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Completed,100.0,49230.98,4.6
STU13075,2021-07-11,2021,Jul,Indore,Tier 2,11-14,Female,UPSC Prelims Foundation,Competitive Exam,Graduate,Annual,Offline,Churned,18.3,50815.73,3.6
STU12669,2021-07-11,2021,Jul,Hyderabad,Tier 1,18+,Male,Class 10 CBSE Complete,School Curriculum,10,Quarterly,Online,Active,29.5,4344.8,3.4
STU12514,2021-07-12,2021,Jul,Bengaluru,Tier 1,11-14,Female,NEET Crash Course,Competitive Exam,11-12,Annual,Online,Trial - Not Converted,18.4,0.0,
STU14959,2021-07-12,2021,Jul,Bengaluru,Tier 1,6-10,Female,NEET Crash Course,Competitive Exam,11-12,Monthly,Offline,Trial - Not Converted,18.3,0.0,
STU13634,2021-07-12,2021,Jul,Bhopal,Tier 2,15-17,Female,Python for Beginners,Coding,6-8,Monthly,Online,Trial - Not Converted,15.6,0.0,
